,customer_unique_id,product_id
0,7973a6ba9c81ecaeb3d628c33c7c7c48,7c1bd920dbdf22470b68bde975dd3ccf
1,831a032a3327e2b8325faf9d37953870,216bb0e0cd43ffd832e0973d35e0377e
2,cb2d00950f18d7d8f7fcfc8cc3a173b7,389d119b48cf3043d311335e499d9c6b
3,f8f6ed51ded0d4757a6153f5ce0f8906,10717ff440b2320081989126e858b220
4,bf257f507db19138f5bc4065313c1f87,e53e557d5a159f5aa2c5e995dfdf244b
5,3702265e16e5246cff7462ea675f6d90,c403e106353e1aa40efe783ecb39ed7a
6,c375736396906dff8414217e02c45661,9f1c3e71d56894398a42b050b07f1baa
7,563bf685b8426233585285851fa03881,ecbe1ef7e2903ff8b1d704ba78fa264d
8,09c361fed7245568f0f104496ed4f92f,a19b6951c75da43aad691622dd2f6abe
9,37cf7c94e4f9624b4507713dc6a58fab,f40876e0ef3cd5f9132b1f16b04b1346
10,b08b68bac767c3269e827f822d308182,727a46f0b58a9ef165af9f7ebcfebfa9
11,fde3e12f9fc7b5df5946a9c8256afe61,cd48f265a63e13b762601f5f794c5fca
12,ec441c1966bfa602976763f330fc5168,3f14d740544f37ece8a9e7bc8349797e
13,00da34ebf22b87f6c2f53dc069f237df,aca2eb7d00ea1a7b8ebd4e68314663af
14,1f98d2384ff7a372e6a2d3bb75cbcd54,928e52a9ad53a294fdcc91bcf59d1751
15,768e9ed92dd4fe880672c8e90dc4f74c,368c6c730842d78016ad823897a372db
16,e89bab624ed1d8c75012bf52bacc654c,154e7e31ebfa092203795c972e5804a6
17,d9752ac494a2b97507fd2faa478cabd9,35afc973633aaeb6b877ff57b2793310
18,850e8006b4f239916012dfd4f9bdeb0e,422879e10f46682990de24d770e7f83d
19,935b9c5a3162185f88dac06d8d08d623,41c24b8ce92d1a2cac62db5edfd088b2
20,d1ac08467e5ac5e907b719c89c80ff2c,16679d68bdbed3fb97af806424d7f2b7
21,5dda09ed137461608be539348c1dac39,36f60d45225e60c7da4558b070ce4b60
22,ea20fb8852a37fb8519b72f172bb3d67,c94d19d021d4a8fbae5a45f904aeea90
23,dfe404bc538d4172a3c0291fca2e74ee,58efb9b638561ce132216a9a612513e2
24,5b3186d7cf904f2f9369aec26faba4d2,24c66f106f642621e524291a895c9032
25,5882d9af214f8e2acb3e74b94a109c62,b532349fe46b38fbc7bb3914c1bdae07
26,83476105a4e9a12fcddd09081dc6cefe,422879e10f46682990de24d770e7f83d
27,0807baeeeaa1309effbd9a9dee41ab17,9ecadb84c81da840dbf3564378b586e9
28,f25f06e6fe07270ef5d0e88f19f178d0,53b36df67ebb7c41585e8d54d6772e08
29,98b69c34f0422d2e025280b55531166e,389d119b48cf3043d311335e499d9c6b
30,b3594bb146f9ab181aeb6c72deaabe54,a62e25e09e05e6faf31d90c6ec1aa3d1
31,81db097ffce4bd958cfffeca7c41e301,36f60d45225e60c7da4558b070ce4b60
32,80282a1a77281692a0339c2a08d0e6af,35ebf08a93899d44e756809e11b14754
33,894a2fac1dcb705a1e4097b8a9131e90,422879e10f46682990de24d770e7f83d
34,321a3e8cd267a0eda1010b26e921731b,aca2eb7d00ea1a7b8ebd4e68314663af
35,1a431b876dce84b93132c2f8bf2701a0,d2085f7e0f9533605386960fc7e987ec
36,b43f568bbfd407c4bd39813555657f2f,cd46a885543f0e169a49f1eb25c04e43
37,8fe4f9a0d6a47babbd498127a9109bd1,a50acd33ba7a8da8e9db65094fa990a4
38,7d27012b117e625faff580bec7cdf2e1,dbb67791e405873b259e4656bf971246
39,8505734f21396405b5477c75a45734fe,0a4093a4af429dc0a9334300e5c13ae5
40,c200738bdf77c733d12c17c44f6df7a6,ee57070aa3b24a06fdd0e02efd2d757d
41,b471f6779ed58f5dbcf786cf9842067a,87d780fa7d2cf3710aa02dc4ca8db985
42,ae64133264bf0753c75d9c2f1e5d2b5e,97017430754804328eb9597b7f85da03
43,d60206c59aedb23b925377dc8fdd43bb,aca2eb7d00ea1a7b8ebd4e68314663af
44,c9c41b0c9e8845c0d950c08ba0d7acd0,f646af315b0f3a597f69213537ca2199
45,7caf7197bf231963249e66cb4ce875d5,474bb6b54fc608ca71059a6c4f7ecda3
46,c639b7ee0ddefaf99a2b1c87cfcd718e,ccadfeab525a9eb1569983b66e5075c4
47,f6ed0bef0317e479c3cfbf243f9b1940,e44f675b60b3a3a2453ec36421e06f0f
48,582413ee5c9cf48218666c6fd967a221,ccadfeab525a9eb1569983b66e5075c4
49,51d91326ffc0688da14a001de38c264b,f1c7f353075ce59d8a6f3cf58f419c9c
50,a10c0d1e68e919e3d91ed940a0ba6aed,43423cdffde7fda63d0414ed38c11a73
51,dac0540077981a7fd7524504a8785267,eb8c629f70275fd1c4f809116cce1efc
52,bcf958b042ece5fd995de0dabb3abf56,53759a2ecddad2bb87a079a1f1519f73
53,a969e99358a58bed2f4073fd04165a2b,50fd2b788dc166edd20512370dac54df
54,28851a7f91fd1087baaaa471dfe40d4e,eb8c629f70275fd1c4f809116cce1efc
55,531f8d2a8f04b3fbbb76e35ceaf8dfe2,d5991653e037ccb7af6ed7d94246b249
56,3e084c2b3948e5beff170f89a2e9b653,d3c044bd42d84a79e3b0c42662806a48
57,b8939dbecf0659982b0e7d21c3731f7b,f71973c922ccaab05514a36a8bc741b8
58,25f24493ded5ebebc26a69b5db344e35,2b4609f8948be18874494203496bc318
59,0e7a4804f1665261e1257726779f6348,53759a2ecddad2bb87a079a1f1519f73
60,4e15fee963523774998876e3624952f4,78efe838c04bbc568be034082200ac20
61,e35c63c8d0151482f0b9d4743c678aa9,44fded21627553d1886d459384bbce06
62,3edcab192482e9871c17b34cf98c3996,595fac2a385ac33a80bd5114aec74eb8
63,90ca9674e65ff6b418a1b8063afc60a1,ecbe1ef7e2903ff8b1d704ba78fa264d
64,75bbb6b481a1df1689bb769e63ec3acb,154e7e31ebfa092203795c972e5804a6
65,e79f6cfdcc27ec08665098c48ab029e0,d1c427060a0f73f6b889a5c7c61f2ac4
66,6b22f90696d11798825c886cdb59bbfc,fbc1488c1a1e72ba175f53ab29a248e8
67,55094b4209466f0537cc52a4e3481639,d285360f29ac7fd97640bf0baef03de0
68,83476105a4e9a12fcddd09081dc6cefe,0bcc3eeca39e1064258aa1e932269894
69,4f4a4c713a7892d9db23f694fc647d13,e53e557d5a159f5aa2c5e995dfdf244b
70,519006324ed2926a8bc03f241ae81712,827c4a77226a3e7ef259d61eaa775df9
71,785829119d434b68719c0a1edfeecf89,abc3432ff825d8e524db1d4eac6d2099
72,92f5b9a03b9ee33b719cdacbf591e0bc,65266b2da20d04dbe00c5c2d3bb7859e
73,919b613e7aa171cb4ca017c049fbc5da,08574b074924071f4e201e151b152b4e
74,de419df8633c2774a7c68912cb578df9,aca2eb7d00ea1a7b8ebd4e68314663af
75,159306b86e782097be9a4e29e3d294d3,2b4609f8948be18874494203496bc318
76,ce42c564a495510b4c3231c6f4443d84,2b4609f8948be18874494203496bc318
77,961ca706a9f7e9d6a4ba81922cde9730,4fcb3d9a5f4871e8362dfedbdb02b064
78,de8e3d9562f8279bf243c39051edc9a5,b0961721fd839e9982420e807758a2a6
79,6a4198de80204cda3d91dc2abf851a5f,a8075470f960215ffb67624782f80fec
80,0c38fe229fa8230ce5a686e75d2f01d1,dbb67791e405873b259e4656bf971246
81,d814663559835dd0158956bb317ac977,167b4b8c4bd0c401bea62f5e050d70a4
82,ae52fa61f27bd494a25bc4c101fa29d0,7c1bd920dbdf22470b68bde975dd3ccf
83,5709900c6ded8af6dfb28b043943368d,5b226d7c52f86ac72457617f78cff95d
84,8b2b8cea5423ece6984632540c423aaf,aca2eb7d00ea1a7b8ebd4e68314663af
85,6a583f4c6790a4c8330beb7612e17f42,422879e10f46682990de24d770e7f83d
86,01835b7ef446c78d0c37077894aa068d,89321f94e35fc6d7903d36f74e351d40
87,2c7a802e0d32ce5642dd15228e54a475,3f14d740544f37ece8a9e7bc8349797e
88,a54b7205fec227b09d408fb0540b5ac5,8c591ab0ca519558779df02023177f44
89,4d1fe8b6f5e9ee044a14467c8b2832b6,3f14d740544f37ece8a9e7bc8349797e
90,e541da79e03f46ae13e6bad9d4b9ec08,e4ca5b20cfe1a020e15e36fe14e880ee
91,61d6e3e6f112347f587c586ae6819af0,99a4788cb24856965c36a24e339b6058
92,e301216623168d227eb0b0a3aabb1e62,36f60d45225e60c7da4558b070ce4b60
93,63df651d5e8adb6a0e4baeb66a0eea37,b1acb7e8152c90c9619897753a75c973
94,de8ce480b6119f2835ce8ad07c326793,25e2023ed83352bde98dc1490d14c3d8
95,a24b6a5a883426cbe71b43fd0a3d508a,368c6c730842d78016ad823897a372db
96,73619cff2fa9816a60c7599436aa2122,b532349fe46b38fbc7bb3914c1bdae07
97,522e244a96d13876c5bac4985a8d5075,e8316a4667e5870c85e906b1f062bde1
98,4a2323f83849ec7cb00a5663d064bfac,4b96786612ebe7463132fce2c4dca136
99,9eca552063680b7cd2ed0e8aea002b21,a62e25e09e05e6faf31d90c6ec1aa3d1
100,cc14ea7099959d91a17c9d7c3a46721d,a50acd33ba7a8da8e9db65094fa990a4
101,d38db8e13c1f15ddbf9fd302a4eaafaa,e5ae72c62ebfa708624f5029d609b160
102,d65921a138c59000aff343f8c991b896,3dd2a17168ec895c781a9191c1e95ad7
103,afd7854781ccdc3222b69421f9c7c6ee,386486367c1f9d4f587a8864ccb6902b
104,28a42ce270d16184b183a4a8f6abe13a,53759a2ecddad2bb87a079a1f1519f73
105,33aca86429de0f71ff7118b93bb09712,dca8cbb1c9d8a2db0fbc0c36b8d1a7bc
106,b44c3e3d672e8d4fa98b45abb3c38d66,3e5201fe0d1ba474d9b90152c83c706c
107,f984282dbc5ed83718ccdb6bebcb14bc,a62e25e09e05e6faf31d90c6ec1aa3d1
108,b259b009b425d402eb2160a3a614d3be,634256dbcd184b3757ffd7632c9fe52a
109,44bd7571a7dad968306f7776bd5a5745,dd0dcee76f9c12fff4bc0eb641d57c7f
110,4962136f755981b83b03f476e66eea7d,9ecadb84c81da840dbf3564378b586e9
111,d040aa4ef4eee97186650ee10600e77a,d692d19cee022f7acab76373f297ad6a
112,d471f73a3e7cb6b6ea5d5c33b32f9ae6,b532349fe46b38fbc7bb3914c1bdae07
113,9299b9e27e97571a5ddc3725b9186536,0d85c435fd60b277ffb9e9b0f88f927a
114,2f2ab1b5055acca714e38c613a4f2763,b532349fe46b38fbc7bb3914c1bdae07
115,dee6a650840de087ac42c4367bc9baf3,7814c273ab16783d73a9863ebfa8b141
116,5322efc4ed651ee4f92b9e07d4af5eaf,84f456958365164420cfc80fbe4c7fab
117,e8cb0c78d44d572d96674d666f082fed,d5991653e037ccb7af6ed7d94246b249
118,a3c22bbd3ae5d6200ac82078b67eec2a,5403528d987ad26e8d7cb25940411987
