,order_purchase_timestamp,customer_unique_id,product_id,price,review_score,count
0,2017-09-19 22:17:15,7973a6ba9c81ecaeb3d628c33c7c7c48,7c1bd920dbdf22470b68bde975dd3ccf,58.99,5,3
1,2018-05-11 16:35:19,831a032a3327e2b8325faf9d37953870,216bb0e0cd43ffd832e0973d35e0377e,45.0,5,6
2,2018-05-11 16:35:19,831a032a3327e2b8325faf9d37953870,216bb0e0cd43ffd832e0973d35e0377e,45.0,5,6
3,2018-05-11 16:35:19,831a032a3327e2b8325faf9d37953870,216bb0e0cd43ffd832e0973d35e0377e,45.0,5,6
4,2018-05-11 16:35:19,831a032a3327e2b8325faf9d37953870,216bb0e0cd43ffd832e0973d35e0377e,45.0,5,6
5,2018-05-11 16:35:19,831a032a3327e2b8325faf9d37953870,216bb0e0cd43ffd832e0973d35e0377e,45.0,5,6
6,2018-05-11 16:35:19,831a032a3327e2b8325faf9d37953870,216bb0e0cd43ffd832e0973d35e0377e,45.0,5,6
7,2017-07-31 20:47:50,cb2d00950f18d7d8f7fcfc8cc3a173b7,389d119b48cf3043d311335e499d9c6b,59.9,3,3
8,2017-07-31 20:47:50,cb2d00950f18d7d8f7fcfc8cc3a173b7,389d119b48cf3043d311335e499d9c6b,59.9,3,3
9,2017-07-31 20:47:50,cb2d00950f18d7d8f7fcfc8cc3a173b7,389d119b48cf3043d311335e499d9c6b,59.9,3,3
10,2018-04-16 14:21:02,f8f6ed51ded0d4757a6153f5ce0f8906,10717ff440b2320081989126e858b220,138.0,4,3
11,2018-04-16 14:21:02,f8f6ed51ded0d4757a6153f5ce0f8906,10717ff440b2320081989126e858b220,138.0,4,3
12,2018-04-16 14:21:02,f8f6ed51ded0d4757a6153f5ce0f8906,10717ff440b2320081989126e858b220,138.0,4,3
13,2018-02-12 17:33:54,bf257f507db19138f5bc4065313c1f87,e53e557d5a159f5aa2c5e995dfdf244b,74.9,5,3
14,2017-04-03 19:07:32,3702265e16e5246cff7462ea675f6d90,c403e106353e1aa40efe783ecb39ed7a,34.9,4,4
15,2017-04-03 19:07:32,3702265e16e5246cff7462ea675f6d90,c403e106353e1aa40efe783ecb39ed7a,34.9,1,4
16,2017-04-03 19:07:32,3702265e16e5246cff7462ea675f6d90,c403e106353e1aa40efe783ecb39ed7a,34.9,4,4
17,2017-04-03 19:07:32,3702265e16e5246cff7462ea675f6d90,c403e106353e1aa40efe783ecb39ed7a,34.9,1,4
18,2018-03-25 16:43:56,c375736396906dff8414217e02c45661,9f1c3e71d56894398a42b050b07f1baa,11.87,3,3
19,2018-03-25 16:43:56,c375736396906dff8414217e02c45661,9f1c3e71d56894398a42b050b07f1baa,11.87,3,3
20,2018-03-25 16:43:56,c375736396906dff8414217e02c45661,9f1c3e71d56894398a42b050b07f1baa,11.87,3,3
21,2017-03-09 16:43:40,563bf685b8426233585285851fa03881,ecbe1ef7e2903ff8b1d704ba78fa264d,99.0,5,4
22,2017-03-09 16:43:40,563bf685b8426233585285851fa03881,ecbe1ef7e2903ff8b1d704ba78fa264d,99.0,5,4
23,2017-03-09 16:43:40,563bf685b8426233585285851fa03881,ecbe1ef7e2903ff8b1d704ba78fa264d,99.0,5,4
24,2017-03-09 16:43:40,563bf685b8426233585285851fa03881,ecbe1ef7e2903ff8b1d704ba78fa264d,99.0,5,4
25,2017-11-24 19:58:16,09c361fed7245568f0f104496ed4f92f,a19b6951c75da43aad691622dd2f6abe,32.99,5,3
26,2017-11-24 19:58:16,09c361fed7245568f0f104496ed4f92f,a19b6951c75da43aad691622dd2f6abe,32.99,5,3
27,2017-11-24 19:58:16,09c361fed7245568f0f104496ed4f92f,a19b6951c75da43aad691622dd2f6abe,32.99,5,3
28,2017-11-28 13:05:16,37cf7c94e4f9624b4507713dc6a58fab,f40876e0ef3cd5f9132b1f16b04b1346,99.9,5,3
